iucn_sid,iucn_rgn,pop_trend
155297,global,unknown
155298,global,unknown
155299,global,unknown
155300,global,unknown
155301,global,unknown
155302,global,stable
155303,global,unknown
155304,global,unknown
155305,global,unknown
155306,global,unknown
155307,global,unknown
155308,global,stable
155309,global,unknown
155310,global,stable
155311,global,unknown
155312,global,unknown
155313,global,unknown
155314,global,unknown
155316,global,decreasing
155317,global,unknown
155318,global,decreasing
155319,global,unknown
155320,global,unknown
155321,global,unknown
155322,global,unknown
155323,global,unknown
155324,global,unknown
155325,global,unknown
155326,global,unknown
155327,global,stable
155328,global,unknown
155329,global,unknown
155330,global,unknown
155474,global,unknown
155535,global,unknown
155552,global,unknown
155597,global,unknown
155610,global,unknown
155630,global,unknown
155835,global,unknown
155843,global,unknown
155980,global,stable
15598524,global,stable
15598540,global,unknown
15598550,global,stable
15598596,global,stable
15598621,global,unknown
15598630,global,unknown
15598639,global,stable
15598666,global,unknown
15598669,global,stable
15598672,global,unknown
15598700,global,unknown
15598704,global,unknown
15598778,global,stable
15598791,global,unknown
15598799,global,unknown
15598809,global,stable
15598812,global,stable
15598815,global,unknown
15598887,global,unknown
15598938,global,unknown
15598948,global,unknown
15598951,global,unknown
15598954,global,unknown
15598957,global,unknown
15598976,global,unknown
15599060,global,unknown
15599064,global,unknown
15599067,global,unknown
15599070,global,unknown
15599074,global,unknown
15599078,global,unknown
15599092,global,unknown
15599123,global,stable
15599136,global,stable
15599150,global,stable
15600450,global,stable
15600453,global,stable
15600713,global,unknown
15600720,global,unknown
15600727,global,unknown
15600731,global,unknown
15600738,global,unknown
15601157,global,unknown
156018,global,unknown
15601865,global,unknown
15601872,global,stable
15601881,global,stable
15601887,global,unknown
15601894,global,stable
15601902,global,unknown
15601905,global,unknown
15601909,global,unknown
15601913,global,unknown
15601916,global,unknown
15601920,global,unknown
15601934,global,unknown
15601937,global,unknown
15601940,global,unknown
15601952,global,unknown
15601959,global,unknown
15601962,global,unknown
15601976,global,unknown
15601979,global,unknown
15601982,global,unknown
15601985,global,unknown
15601988,global,unknown
15602417,global,unknown
15602420,global,unknown
15602435,global,unknown
15602438,global,stable
15602466,global,unknown
15602947,global,stable
15622233,global,unknown
15622583,global,unknown
15622587,global,unknown
15622590,global,stable
15622597,global,unknown
15622604,global,unknown
15622608,global,unknown
15622611,global,unknown
15622627,global,unknown
15622630,global,unknown
15622649,global,unknown
15622656,global,unknown
15622659,global,unknown
15622672,global,unknown
15622675,global,unknown
15622678,global,unknown
15622684,global,unknown
15622693,global,unknown
15622706,global,unknown
15622711,global,unknown
15622722,global,unknown
15622732,global,unknown
15622740,global,unknown
15622750,global,unknown
15622764,global,unknown
15622773,global,unknown
15622777,global,unknown
15622781,global,unknown
15622786,global,unknown
15622789,global,unknown
15622793,global,unknown
15622796,global,unknown
15622799,global,unknown
15622804,global,unknown
15622813,global,unknown
15622827,global,unknown
15622831,global,unknown
15622835,global,stable
15623244,global,stable
15623251,global,unknown
15623258,global,stable
15623265,global,unknown
15623268,global,unknown
15623273,global,unknown
158616,global,unknown
158617,global,decreasing
158624,global,unknown
158625,global,unknown
158626,global,stable
158627,global,unknown
158628,global,unknown
158630,global,unknown
158632,global,stable
15873,global,unknown
15939,global,NA
16011,global,NA
16012,global,unknown
16083,global,NA
16084,global,NA
161317,global,unknown
161318,global,unknown
161319,global,stable
161320,global,decreasing
161321,global,unknown
161322,global,unknown
161324,global,unknown
161325,global,unknown
161326,global,unknown
161327,global,unknown
161328,global,unknown
161329,global,unknown
161330,global,unknown
161331,global,unknown
161333,global,unknown
161334,global,unknown
161335,global,unknown
161336,global,unknown
161337,global,unknown
161338,global,unknown
161339,global,decreasing
161340,global,unknown
161341,global,unknown
161342,global,unknown
161343,global,unknown
161344,global,unknown
161345,global,unknown
161346,global,unknown
161347,global,unknown
161348,global,unknown
161349,global,unknown
161350,global,unknown
161351,global,unknown
161352,global,unknown
161354,global,unknown
161355,global,unknown
161356,global,unknown
161357,global,unknown
161358,global,unknown
161359,global,unknown
161360,global,decreasing
161361,global,unknown
161363,global,unknown
161364,global,unknown
161366,global,unknown
161367,global,unknown
161368,global,unknown
161370,global,stable
161371,global,unknown
161372,global,unknown
161373,global,unknown
161374,global,unknown
161375,global,stable
161376,global,unknown
161377,global,unknown
161378,global,decreasing
161379,global,unknown
161380,global,unknown
161381,global,unknown
161382,global,unknown
161383,global,unknown
161384,global,unknown
161386,global,unknown
161387,global,unknown
161388,global,unknown
161390,global,unknown
161391,global,unknown
161392,global,unknown
161393,global,unknown
161394,global,unknown
161395,global,unknown
161396,global,unknown
161397,global,stable
161398,global,stable
161399,global,stable
161400,global,unknown
161402,global,increasing
161403,global,unknown
161404,global,decreasing
161405,global,unknown
161406,global,unknown
161407,global,unknown
161408,global,decreasing
161409,global,decreasing
161410,global,unknown
161411,global,unknown
161412,global,unknown
161413,global,unknown
161414,global,unknown
161416,global,unknown
161417,global,stable
161418,global,decreasing
161419,global,unknown
161420,global,unknown
161421,global,unknown
161422,global,unknown
161423,global,unknown
161424,global,unknown
161425,global,decreasing
161426,global,decreasing
161427,global,unknown
161428,global,unknown
161429,global,unknown
161430,global,stable
161431,global,decreasing
161432,global,unknown
161433,global,unknown
161434,global,unknown
161435,global,unknown
161436,global,unknown
161437,global,unknown
161438,global,unknown
161439,global,decreasing
161440,global,unknown
161441,global,unknown
161442,global,unknown
161443,global,unknown
161444,global,unknown
161445,global,unknown
161446,global,unknown
161447,global,decreasing
161448,global,unknown
161449,global,unknown
161450,global,unknown
161451,global,unknown
161452,global,unknown
161453,global,unknown
161454,global,unknown
161455,global,unknown
161456,global,unknown
161457,global,unknown
161458,global,unknown
161459,global,decreasing
161460,global,unknown
161461,global,decreasing
161462,global,unknown
161463,global,unknown
161464,global,decreasing
161465,global,unknown
161466,global,stable
161468,global,unknown
161469,global,unknown
161470,global,unknown
161471,global,unknown
161473,global,unknown
161475,global,unknown
161476,global,decreasing
161477,global,decreasing
161478,global,unknown
161479,global,unknown
161480,global,unknown
161481,global,unknown
161483,global,unknown
161484,global,unknown
161485,global,unknown
161486,global,unknown
161487,global,unknown
161488,global,decreasing
161489,global,unknown
161490,global,unknown
161491,global,unknown
161492,global,unknown
161493,global,unknown
161494,global,unknown
161495,global,decreasing
161496,global,unknown
161497,global,unknown
161498,global,unknown
161499,global,unknown
1615,global,unknown
161500,global,unknown
161501,global,unknown
161502,global,unknown
161504,global,stable
161505,global,unknown
161506,global,unknown
161507,global,unknown
161508,global,unknown
161509,global,unknown
161510,global,unknown
161512,global,unknown
161513,global,unknown
161514,global,unknown
161515,global,unknown
161516,global,unknown
161517,global,unknown
161518,global,unknown
161519,global,unknown
161520,global,unknown
161521,global,unknown
161522,global,unknown
161523,global,unknown
161524,global,unknown
161525,global,unknown
161526,global,decreasing
161527,global,unknown
161528,global,unknown
161529,global,unknown
161530,global,unknown
161531,global,unknown
161532,global,unknown
161533,global,unknown
161534,global,unknown
161535,global,unknown
161536,global,unknown
161537,global,unknown
161539,global,unknown
161540,global,decreasing
161541,global,unknown
161542,global,decreasing
161543,global,unknown
161544,global,unknown
161545,global,unknown
161546,global,decreasing
161547,global,decreasing
161548,global,unknown
161549,global,unknown
161550,global,unknown
161551,global,unknown
161552,global,unknown
161553,global,unknown
161554,global,unknown
161555,global,unknown
161556,global,unknown
161557,global,unknown
161558,global,unknown
161559,global,unknown
161560,global,unknown
161561,global,stable
161562,global,unknown
161563,global,unknown
161564,global,unknown
161565,global,unknown
161566,global,unknown
161567,global,unknown
161568,global,unknown
161569,global,unknown
161570,global,decreasing
161571,global,unknown
161574,global,increasing
161575,global,unknown
161576,global,unknown
161577,global,unknown
161578,global,unknown
161580,global,unknown
161581,global,unknown
161582,global,unknown
161583,global,unknown
161584,global,unknown
161585,global,unknown
161586,global,unknown
161587,global,unknown
161589,global,unknown
161591,global,unknown
161592,global,unknown
161593,global,unknown
161594,global,unknown
161595,global,stable
161596,global,unknown
161597,global,decreasing
161598,global,decreasing
161599,global,stable
161600,global,stable
161601,global,unknown
161602,global,unknown
161603,global,unknown
161604,global,unknown
161605,global,unknown
161606,global,unknown
161607,global,unknown
161608,global,unknown
161610,global,unknown
161611,global,unknown
161612,global,unknown
161613,global,unknown
161614,global,unknown
161615,global,decreasing
161616,global,unknown
161617,global,unknown
161618,global,unknown
161619,global,unknown
161620,global,unknown
161621,global,decreasing
161622,global,stable
161623,global,unknown
161624,global,unknown
161625,global,unknown
161626,global,unknown
161628,global,increasing
161629,global,unknown
161630,global,unknown
161631,global,decreasing
161632,global,unknown
161633,global,unknown
161634,global,unknown
161635,global,unknown
161636,global,unknown
161637,global,unknown
161638,global,unknown
161639,global,unknown
161640,global,unknown
161641,global,unknown
161642,global,unknown
161643,global,unknown
161644,global,unknown
161645,global,unknown
161646,global,unknown
161647,global,unknown
161648,global,unknown
161649,global,unknown
161650,global,unknown
161651,global,unknown
161652,global,decreasing
161653,global,unknown
161655,global,unknown
161656,global,unknown
161658,global,unknown
161659,global,unknown
161660,global,unknown
161661,global,stable
161662,global,unknown
161663,global,unknown
161664,global,unknown
161665,global,unknown
161666,global,stable
161667,global,unknown
161668,global,unknown
161669,global,decreasing
161670,global,unknown
161672,global,unknown
161673,global,unknown
161674,global,unknown
161675,global,decreasing
161676,global,unknown
161677,global,unknown
161678,global,unknown
161679,global,unknown
161680,global,unknown
161681,global,unknown
161682,global,unknown
161683,global,unknown
161685,global,unknown
161686,global,unknown
161688,global,unknown
161689,global,unknown
161690,global,unknown
161691,global,decreasing
161692,global,decreasing
161693,global,unknown
161694,global,unknown
161695,global,unknown
161696,global,decreasing
161697,global,unknown
161700,global,unknown
161701,global,stable
161702,global,unknown
161703,global,unknown
161704,global,unknown
161705,global,stable
161706,global,unknown
161707,global,unknown
161708,global,unknown
161709,global,stable
161710,global,unknown
161711,global,unknown
161712,global,unknown
161713,global,unknown
161714,global,stable
161715,global,unknown
161716,global,unknown
161717,global,unknown
161718,global,unknown
161720,global,unknown
161721,global,unknown
161722,global,unknown
161723,global,unknown
161724,global,unknown
161725,global,unknown
161726,global,unknown
161728,global,unknown
161729,global,decreasing
161730,global,unknown
161731,global,unknown
161732,global,unknown
161733,global,unknown
161735,global,unknown
161736,global,unknown
161737,global,unknown
161738,global,unknown
161739,global,unknown
161740,global,unknown
161741,global,unknown
161742,global,unknown
161743,global,unknown
161744,global,decreasing
161745,global,unknown
161746,global,unknown
161747,global,unknown
161748,global,unknown
161749,global,decreasing
161750,global,decreasing
161751,global,decreasing
16185,global,NA
16208224,global,decreasing
16238,global,decreasing
162494,global,unknown
162495,global,unknown
162496,global,unknown
162497,global,unknown
162498,global,unknown
162499,global,unknown
162500,global,unknown
162501,global,unknown
162502,global,unknown
162503,global,unknown
162504,global,unknown
162505,global,unknown
162506,global,unknown
162507,global,stable
162508,global,unknown
162509,global,unknown
162510,global,unknown
162511,global,unknown
162512,global,unknown
162513,global,unknown
162514,global,unknown
162515,global,unknown
162516,global,unknown
162517,global,unknown
162518,global,unknown
162519,global,unknown
162520,global,unknown
162521,global,unknown
162522,global,unknown
162523,global,unknown
162524,global,unknown
162525,global,unknown
162526,global,unknown
162527,global,unknown
162528,global,unknown
162529,global,unknown
162530,global,unknown
162532,global,unknown
162533,global,unknown
162535,global,unknown
162536,global,unknown
162537,global,unknown
162538,global,unknown
162539,global,unknown
162540,global,unknown
162541,global,unknown
162542,global,unknown
162543,global,unknown
162544,global,unknown
162545,global,unknown
162547,global,unknown
162548,global,unknown
162549,global,unknown
162550,global,unknown
162551,global,unknown
162552,global,unknown
162553,global,unknown
162554,global,unknown
162555,global,unknown
162556,global,unknown
162557,global,unknown
162558,global,unknown
162559,global,unknown
162560,global,unknown
162561,global,unknown
162562,global,unknown
162563,global,unknown
162564,global,unknown
162565,global,unknown
162566,global,unknown
162567,global,unknown
162568,global,unknown
162569,global,unknown
162570,global,unknown
162571,global,unknown
162572,global,unknown
162573,global,unknown
162574,global,unknown
162575,global,unknown
162576,global,unknown
162577,global,unknown
162578,global,unknown
162579,global,unknown
162580,global,unknown
162581,global,unknown
162582,global,unknown
162583,global,unknown
162584,global,unknown
162585,global,unknown
162586,global,unknown
162587,global,unknown
162588,global,unknown
162589,global,unknown
162590,global,unknown
162591,global,unknown
162592,global,unknown
162593,global,unknown
162594,global,unknown
162595,global,unknown
162596,global,unknown
162597,global,unknown
162598,global,unknown
162599,global,unknown
162600,global,unknown
162601,global,unknown
162602,global,unknown
162603,global,unknown
162604,global,unknown
162605,global,unknown
162606,global,unknown
162608,global,unknown
162609,global,unknown
162610,global,unknown
162611,global,unknown
162612,global,unknown
162613,global,unknown
162614,global,unknown
162615,global,unknown
162616,global,unknown
162617,global,unknown
162618,global,unknown
162619,global,unknown
162620,global,unknown
162621,global,unknown
162622,global,unknown
162623,global,unknown
162624,global,unknown
162625,global,unknown
162626,global,unknown
162627,global,decreasing
162628,global,unknown
162629,global,unknown
162630,global,unknown
162631,global,unknown
162632,global,stable
162633,global,unknown
162634,global,unknown
162635,global,unknown
162637,global,unknown
162638,global,unknown
162639,global,unknown
162640,global,unknown
162641,global,unknown
162642,global,unknown
162643,global,unknown
162644,global,unknown
162645,global,unknown
162646,global,unknown
162647,global,unknown
162648,global,unknown
162649,global,unknown
162650,global,unknown
162651,global,unknown
162652,global,unknown
162653,global,unknown
162654,global,unknown
162655,global,unknown
162656,global,unknown
162657,global,unknown
162658,global,unknown
162659,global,unknown
162660,global,stable
162662,global,unknown
162663,global,unknown
162664,global,unknown
162665,global,unknown
162666,global,unknown
162667,global,unknown
162668,global,unknown
162669,global,unknown
162670,global,unknown
162672,global,unknown
162673,global,unknown
162674,global,unknown
162676,global,unknown
162677,global,unknown
162678,global,unknown
162679,global,unknown
162680,global,unknown
162681,global,unknown
162682,global,unknown
162683,global,unknown
162684,global,unknown
162685,global,unknown
162686,global,unknown
162687,global,unknown
162695,global,stable
162696,global,stable
162697,global,stable
162698,global,stable
162699,global,stable
162700,global,stable
162701,global,unknown
162702,global,unknown
162703,global,stable
162704,global,unknown
162705,global,stable
162706,global,stable
162707,global,stable
162708,global,stable
162709,global,unknown
162710,global,stable
162712,global,unknown
162713,global,stable
162714,global,unknown
162715,global,unknown
162716,global,stable
162717,global,stable
162718,global,stable
162719,global,unknown
162720,global,stable
162721,global,stable
16285718,global,increasing
162894,global,unknown
162897,global,unknown
162899,global,unknown
162900,global,unknown
162901,global,unknown
162902,global,unknown
162903,global,unknown
162904,global,unknown
162905,global,unknown
162906,global,unknown
162907,global,unknown
162908,global,unknown
162909,global,unknown
162910,global,unknown
162911,global,unknown
162912,global,unknown
162913,global,unknown
162914,global,unknown
162916,global,unknown
162917,global,decreasing
162918,global,unknown
162919,global,unknown
162920,global,unknown
162922,global,unknown
162923,global,unknown
162924,global,unknown
162925,global,unknown
162926,global,unknown
162928,global,unknown
162929,global,unknown
162930,global,unknown
162931,global,unknown
162932,global,unknown
162933,global,unknown
162934,global,unknown
162935,global,unknown
162937,global,unknown
162938,global,unknown
162939,global,unknown
162940,global,unknown
162941,global,unknown
162942,global,unknown
162943,global,unknown
162944,global,unknown
162945,global,unknown
162946,global,unknown
162948,global,unknown
162950,global,unknown
162951,global,unknown
162952,global,unknown
162953,global,unknown
162954,global,unknown
162955,global,unknown
162956,global,unknown
162957,global,unknown
162958,global,unknown
162959,global,unknown
162961,global,unknown
162962,global,unknown
162963,global,unknown
162964,global,unknown
162966,global,unknown
162967,global,unknown
162968,global,unknown
162969,global,unknown
162971,global,unknown
162972,global,unknown
162973,global,unknown
162974,global,unknown
162975,global,unknown
162976,global,unknown
162977,global,unknown
162978,global,unknown
162979,global,unknown
162980,global,unknown
162981,global,unknown
162982,global,unknown
162983,global,unknown
162984,global,unknown
162985,global,unknown
162986,global,unknown
162987,global,unknown
162988,global,unknown
162989,global,unknown
162990,global,unknown
162991,global,unknown
162992,global,unknown
162994,global,unknown
162996,global,unknown
162997,global,unknown
162998,global,unknown
162999,global,unknown
163002,global,unknown
163003,global,unknown
163004,global,unknown
163006,global,unknown
163007,global,unknown
163008,global,unknown
163009,global,unknown
163010,global,unknown
163011,global,unknown
163012,global,unknown
163013,global,unknown
163014,global,unknown
163015,global,unknown
163017,global,decreasing
163018,global,unknown
163019,global,unknown
163020,global,unknown
163022,global,unknown
163024,global,unknown
163025,global,unknown
163026,global,unknown
163027,global,unknown
163028,global,unknown
163029,global,unknown
163030,global,unknown
163031,global,unknown
163032,global,unknown
163033,global,unknown
163034,global,unknown
163035,global,unknown
163036,global,unknown
163037,global,unknown
163038,global,unknown
163040,global,unknown
163041,global,unknown
163042,global,unknown
163045,global,unknown
163047,global,unknown
163048,global,unknown
163049,global,unknown
163050,global,unknown
163051,global,unknown
163052,global,unknown
163053,global,unknown
163054,global,unknown
163055,global,unknown
163056,global,unknown
163057,global,unknown
163058,global,unknown
163059,global,unknown
163060,global,unknown
163061,global,unknown
163063,global,unknown
163064,global,unknown
163065,global,unknown
163066,global,unknown
163067,global,unknown
163068,global,unknown
163069,global,unknown
163070,global,unknown
163071,global,unknown
163072,global,unknown
163073,global,unknown
163074,global,unknown
163075,global,unknown
163076,global,unknown
163077,global,unknown
163078,global,unknown
163079,global,unknown
163080,global,unknown
163081,global,unknown
163082,global,unknown
163083,global,unknown
163084,global,unknown
163085,global,unknown
163086,global,unknown
163087,global,unknown
163088,global,unknown
163089,global,unknown
163090,global,unknown
163091,global,unknown
163092,global,unknown
163094,global,unknown
163095,global,unknown
163096,global,unknown
163097,global,unknown
163098,global,unknown
163099,global,unknown
163100,global,unknown
163101,global,unknown
163102,global,unknown
163103,global,unknown
163106,global,unknown
163107,global,unknown
163108,global,unknown
163109,global,unknown
163110,global,unknown
163111,global,unknown
163112,global,unknown
163113,global,unknown
163114,global,unknown
163115,global,unknown
163117,global,unknown
163118,global,unknown
163119,global,unknown
163121,global,unknown
163122,global,unknown
163124,global,unknown
163125,global,unknown
163126,global,unknown
163127,global,unknown
163128,global,unknown
163129,global,unknown
163130,global,unknown
163131,global,unknown
163132,global,unknown
163133,global,unknown
163134,global,unknown
163135,global,unknown
163137,global,unknown
163138,global,unknown
163139,global,unknown
163140,global,unknown
163141,global,decreasing
163142,global,unknown
163143,global,unknown
163144,global,decreasing
163145,global,unknown
163146,global,unknown
163147,global,unknown
163148,global,unknown
163149,global,unknown
163150,global,unknown
163152,global,unknown
163155,global,unknown
163156,global,unknown
163157,global,unknown
163159,global,unknown
163160,global,unknown
163161,global,unknown
163162,global,unknown
163163,global,unknown
163164,global,unknown
163165,global,unknown
163166,global,unknown
163167,global,unknown
163168,global,unknown
163170,global,unknown
163171,global,unknown
163172,global,unknown
163173,global,unknown
163174,global,unknown
163175,global,unknown
163176,global,unknown
163177,global,unknown
163178,global,unknown
163179,global,unknown
163180,global,unknown
163181,global,unknown
163182,global,unknown
163183,global,unknown
163184,global,unknown
163185,global,unknown
163186,global,unknown
163187,global,unknown
163189,global,unknown
163190,global,unknown
163192,global,unknown
163194,global,unknown
163195,global,unknown
163196,global,unknown
163197,global,unknown
163198,global,unknown
163199,global,unknown
163200,global,unknown
163201,global,unknown
163202,global,unknown
163203,global,unknown
163204,global,unknown
163205,global,unknown
163207,global,unknown
163208,global,unknown
163209,global,unknown
163210,global,unknown
163211,global,unknown
163213,global,unknown
163215,global,unknown
163217,global,unknown
163218,global,unknown
163219,global,unknown
163220,global,unknown
163221,global,unknown
163222,global,unknown
163224,global,unknown
163225,global,unknown
163226,global,unknown
163227,global,unknown
163228,global,unknown
163229,global,unknown
163230,global,unknown
163231,global,unknown
163232,global,unknown
163233,global,unknown
163234,global,unknown
163235,global,unknown
163236,global,unknown
163237,global,unknown
163238,global,unknown
163239,global,unknown
163240,global,unknown
163241,global,unknown
163242,global,unknown
163243,global,unknown
163244,global,unknown
163245,global,unknown
163246,global,unknown
163247,global,unknown
163248,global,unknown
163249,global,unknown
163250,global,unknown
163251,global,unknown
163252,global,unknown
163253,global,unknown
163254,global,unknown
163255,global,unknown
163256,global,unknown
163257,global,unknown
163258,global,unknown
163260,global,unknown
163261,global,unknown
163262,global,unknown
163263,global,unknown
163265,global,unknown
163266,global,unknown
163267,global,unknown
163268,global,unknown
163269,global,unknown
163270,global,unknown
163271,global,unknown
163272,global,unknown
163273,global,unknown
163274,global,unknown
163275,global,unknown
163276,global,unknown
163278,global,unknown
163279,global,unknown
163280,global,unknown
163281,global,unknown
163282,global,unknown
163284,global,unknown
163285,global,unknown
163287,global,unknown
163288,global,unknown
163290,global,unknown
163291,global,unknown
163292,global,unknown
163293,global,unknown
163294,global,unknown
163295,global,unknown
163297,global,unknown
163298,global,unknown
163299,global,unknown
163300,global,unknown
163301,global,unknown
163302,global,unknown
163303,global,unknown
163304,global,unknown
163305,global,unknown
163306,global,unknown
163307,global,unknown
163308,global,unknown
163309,global,unknown
163310,global,unknown
163311,global,unknown
163312,global,unknown
163313,global,unknown
163315,global,unknown
163316,global,unknown
163317,global,unknown
163318,global,unknown
163320,global,unknown
163325,global,unknown
163326,global,unknown
163328,global,unknown
163329,global,unknown
163330,global,unknown
163331,global,unknown
163332,global,unknown
163333,global,unknown
163334,global,unknown
163335,global,unknown
163337,global,decreasing
163338,global,unknown
163339,global,decreasing
163340,global,decreasing
163341,global,unknown
163342,global,unknown
163343,global,unknown
163344,global,unknown
163345,global,unknown
163346,global,unknown
163347,global,unknown
163348,global,unknown
163349,global,unknown
163350,global,unknown
163351,global,unknown
163352,global,unknown
163353,global,unknown
163354,global,unknown
163356,global,unknown
163357,global,unknown
163358,global,unknown
163359,global,unknown
163360,global,stable
163361,global,unknown
163362,global,unknown
163364,global,unknown
163365,global,unknown
163366,global,unknown
163367,global,unknown
163368,global,unknown
163369,global,unknown
163370,global,unknown
163371,global,unknown
163372,global,unknown
163373,global,unknown
163374,global,unknown
163375,global,unknown
163376,global,unknown
163377,global,unknown
163378,global,unknown
163379,global,unknown
163380,global,unknown
163381,global,unknown
163382,global,unknown
163383,global,unknown
163384,global,unknown
163385,global,unknown
163387,global,unknown
163388,global,unknown
163389,global,unknown
163390,global,unknown
163391,global,unknown
163392,global,unknown
163393,global,unknown
163394,global,unknown
163395,global,unknown
163396,global,unknown
163397,global,unknown
163399,global,unknown
163400,global,unknown
163402,global,unknown
163403,global,unknown
163404,global,unknown
163405,global,unknown
163406,global,unknown
163407,global,unknown
163408,global,unknown
16369383,global,decreasing
16370739,global,decreasing
16376479,global,unknown
16378423,global,unknown
16381144,global,decreasing
16404574,global,unknown
16404805,global,unknown
16404943,global,unknown
16404974,global,unknown
16405644,global,unknown
16405685,global,unknown
16406269,global,unknown
16406327,global,unknown
16406486,global,unknown
16406525,global,unknown
16406554,global,unknown
16406635,global,unknown
16406679,global,unknown
16406919,global,unknown
16406934,global,unknown
16406968,global,unknown
16406979,global,stable
16407002,global,unknown
16407017,global,unknown
16407132,global,stable
16407184,global,unknown
16407217,global,unknown
16407630,global,unknown
16407645,global,unknown
16410217,global,unknown
16410245,global,unknown
16411567,global,stable
16417341,global,unknown
16421352,global,decreasing
16424139,global,unknown
16425141,global,unknown
16425187,global,unknown
16425314,global,unknown
16425354,global,unknown
16425422,global,unknown
16425468,global,unknown
16425533,global,unknown
16425572,global,unknown
16425603,global,unknown
16427324,global,unknown
16427369,global,unknown
16427386,global,unknown
164280,global,stable
16430203,global,unknown
16431606,global,unknown
16431725,global,stable
16431737,global,unknown
16431757,global,stable
16431946,global,stable
16431990,global,unknown
16432073,global,unknown
16432098,global,unknown
164334,global,stable
16433850,global,unknown
16433946,global,unknown
16435325,global,stable
16435530,global,unknown
16435778,global,unknown
16437187,global,stable
16437988,global,unknown
16438001,global,unknown
16438022,global,stable
16438701,global,stable
16439218,global,unknown
16439236,global,stable
16439367,global,unknown
16439534,global,unknown
16439642,global,unknown
16439757,global,stable
16439848,global,stable
16439926,global,unknown
16440016,global,unknown
16440027,global,stable
16440083,global,unknown
16440965,global,unknown
16441120,global,unknown
16441303,global,unknown
16441433,global,unknown
16441575,global,stable
16441631,global,unknown
16441651,global,unknown
16441677,global,unknown
16441698,global,unknown
16441738,global,unknown
16441799,global,unknown
16441862,global,unknown
16441865,global,unknown
16441948,global,unknown
16442003,global,unknown
16442013,global,unknown
16442081,global,unknown
16442472,global,unknown
16442487,global,unknown
16442540,global,unknown
16443048,global,unknown
16443217,global,unknown
16443285,global,unknown
16447362,global,unknown
16447568,global,unknown
16447855,global,unknown
16447988,global,unknown
16449034,global,unknown
16449531,global,unknown
16449654,global,decreasing
16449708,global,decreasing
164508,global,stable
16465921,global,unknown
16465952,global,unknown
16465969,global,unknown
16466100,global,unknown
16466246,global,unknown
16466332,global,unknown
16466377,global,unknown
16466393,global,unknown
16466647,global,unknown
16467178,global,unknown
16467411,global,unknown
16474,global,unknown
16475,global,decreasing
16476,global,unknown
16477,global,decreasing
16478,global,decreasing
164893,global,stable
16501552,global,unknown
16501568,global,unknown
16501591,global,unknown
16501708,global,unknown
16501727,global,unknown
16501736,global,unknown
16501751,global,unknown
16501791,global,unknown
16501868,global,unknown
16502064,global,unknown
16502093,global,unknown
16503587,global,unknown
16505486,global,unknown
16505522,global,unknown
16505616,global,unknown
16505619,global,stable
16505650,global,stable
16505782,global,unknown
16505842,global,unknown
16505916,global,unknown
16505933,global,unknown
16505959,global,unknown
16506077,global,unknown
16506080,global,unknown
16506657,global,unknown
16506725,global,unknown
16506757,global,unknown
16506766,global,stable
16506781,global,stable
16506839,global,unknown
16506931,global,stable
16507307,global,stable
16507347,global,stable
16507442,global,stable
16507646,global,unknown
16507729,global,stable
16509008,global,stable
16509126,global,stable
16509242,global,stable
16509297,global,stable
16509426,global,unknown
165291,global,decreasing
165293,global,decreasing
165294,global,decreasing
165296,global,decreasing
165297,global,decreasing
16545046,global,decreasing
16545072,global,unknown
16545086,global,unknown
16545164,global,unknown
16545183,global,unknown
16545250,global,unknown
16545253,global,unknown
16545256,global,unknown
16545326,global,stable
16545346,global,stable
16545360,global,stable
16546023,global,stable
16546072,global,unknown
16546127,global,stable
16546144,global,stable
165607,global,stable
165608,global,stable
165609,global,stable
165610,global,stable
165611,global,stable
165612,global,stable
165613,global,unknown
165614,global,stable
165615,global,stable
165616,global,stable
165617,global,stable
165618,global,unknown
165619,global,stable
165620,global,stable
165621,global,unknown
165622,global,stable
165623,global,unknown
165624,global,stable
165625,global,stable
165626,global,stable
165627,global,stable
165628,global,stable
165630,global,stable
165631,global,decreasing
165632,global,stable
165633,global,stable
165634,global,stable
165635,global,stable
165636,global,stable
165637,global,stable
165638,global,unknown
165639,global,stable
16564,global,unknown
165640,global,stable
165641,global,unknown
165642,global,unknown
165643,global,unknown
165644,global,unknown
165645,global,unknown
165646,global,unknown
165647,global,unknown
165648,global,stable
165649,global,stable
165650,global,stable
165651,global,stable
165652,global,stable
165653,global,stable
165654,global,stable
165655,global,stable
165656,global,stable
165657,global,decreasing
165658,global,stable
165659,global,stable
165660,global,stable
165661,global,stable
165662,global,stable
165663,global,stable
165664,global,stable
165665,global,stable
165666,global,stable
165667,global,unknown
165668,global,stable
165669,global,stable
165670,global,stable
165671,global,unknown
165672,global,stable
165673,global,unknown
165674,global,unknown
165675,global,stable
165676,global,unknown
165677,global,stable
165678,global,stable
165679,global,stable
165680,global,stable
165681,global,stable
165682,global,stable
165683,global,stable
165684,global,stable
165685,global,stable
165686,global,stable
165687,global,unknown
165688,global,stable
165689,global,decreasing
165690,global,unknown
165691,global,stable
165692,global,decreasing
165693,global,stable
165694,global,unknown
165695,global,stable
165696,global,stable
165697,global,stable
165698,global,stable
165699,global,stable
165700,global,unknown
165701,global,unknown
165702,global,stable
165703,global,stable
165704,global,decreasing
165705,global,stable
165706,global,stable
165707,global,unknown
165708,global,stable
165709,global,stable
