run_id,run_tag,run_date,sequence,parent_fn,parent_chunk,file_loc,filetype,commit_url,commit_author,commit_date,uncommitted_changes,elapsed_time,memory_use,sys_info,ses_info,base_pkgs,attached_pkgs,rdf_subject,rdf_object,rdf_predicate,run_hash
1,standard run,Mon Jun  4 14:41:44 2018,1,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,setup,~/github/spp_health_dists/data_setup/api_fxns.R,sourced_script,no version control info found,NA,NA,NA,5.341,988.4,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#setup,~/github/spp_health_dists/data_setup/api_fxns.R,prov:wasExecutedBy,bc876a3e74d1a6fc7ad2dacbc1dffeb566bebd82
1,standard run,Mon Jun  4 14:41:44 2018,2,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,code_LMEs,~/github/spp_health_dists/data/iucn/iucn_risk_rgn_current_2017-3.csv,input,no version control info found,NA,NA,NA,5.341,988.4,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_health_dists/data/iucn/iucn_risk_rgn_current_2017-3.csv,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#code_LMEs,prov:used,bc876a3e74d1a6fc7ad2dacbc1dffeb566bebd82
1,standard run,Mon Jun  4 14:41:44 2018,3,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,code_LMEs,~/github/spp_health_dists/data/iucn/iucn_risk_current_2017-3.csv,input,https://github.com/oharac/spp_health_dists/commit/4420de079611b71683fd8379a15699b2738b7765,Casey O'Hara <ohara@nceas.ucsb.edu>,Mon May 28 13:02:42 2018 -0700,TRUE,5.341,988.4,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_health_dists/data/iucn/iucn_risk_current_2017-3.csv,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#code_LMEs,prov:used,bc876a3e74d1a6fc7ad2dacbc1dffeb566bebd82
1,standard run,Mon Jun  4 14:41:44 2018,4,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,code_LMEs,~/github/spp_health_dists/data/iucn/iucn_rgn_to_lme_2017-3.csv,output,no version control info found,NA,NA,NA,5.341,988.4,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#code_LMEs,~/github/spp_health_dists/data/iucn/iucn_rgn_to_lme_2017-3.csv,prov:wasGeneratedBy,bc876a3e74d1a6fc7ad2dacbc1dffeb566bebd82
1,standard run,Mon Jun  4 14:41:44 2018,0,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,prov_footer,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,parent_script,no version control info found,NA,NA,NA,5.341,988.4,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,NA,bc876a3e74d1a6fc7ad2dacbc1dffeb566bebd82
1,standard run,Mon Jun  4 14:41:44 2018,0,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,setup,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#setup,parent_chunk,no version control info found,NA,NA,NA,5.341,988.4,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#setup,prov:wasExecutedBy,bc876a3e74d1a6fc7ad2dacbc1dffeb566bebd82
1,standard run,Mon Jun  4 14:41:44 2018,0,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,code_LMEs,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#code_LMEs,parent_chunk,no version control info found,NA,NA,NA,5.341,988.4,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#code_LMEs,prov:wasExecutedBy,bc876a3e74d1a6fc7ad2dacbc1dffeb566bebd82
1,standard run,Mon Jun  4 14:41:44 2018,0,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,prov_footer,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#prov_footer,parent_chunk,no version control info found,NA,NA,NA,5.341,988.4,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#prov_footer,prov:wasExecutedBy,bc876a3e74d1a6fc7ad2dacbc1dffeb566bebd82
2,standard run,Mon Jun  4 14:44:10 2018,1,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,setup,~/github/spp_health_dists/data_setup/api_fxns.R,sourced_script,no version control info found,NA,NA,NA,5.039,982.1,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#setup,~/github/spp_health_dists/data_setup/api_fxns.R,prov:wasExecutedBy,6eb3c5f450dacebe0a2a519c90a7b31576e6b595
2,standard run,Mon Jun  4 14:44:10 2018,2,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd,code_LMEs,~/github/spp_health_dists/data/iucn/iucn_risk_rgn_current_2017-3.csv,input,no version control info found,NA,NA,NA,5.039,982.1,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_health_dists/data/iucn/iucn_risk_rgn_current_2017-3.csv,~/github/spp_health_dists/data_setup/2a_set_up_regional_codes.Rmd#code_LMEs,prov:used,6eb3c5f450dacebe0a2a519c90a7b31576e6b595
