run_id,run_tag,run_date,sequence,parent_fn,parent_chunk,file_loc,filetype,commit_url,commit_author,commit_date,uncommitted_changes,elapsed_time,memory_use,sys_info,ses_info,base_pkgs,attached_pkgs,rdf_subject,rdf_object,rdf_predicate,run_hash
1,standard run,Mon Feb 26 07:40:19 2018,1,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd,setup,~/github/src/R/rast_tools.R,sourced_script,no version control info found,NA,NA,NA,12.793,2226.2,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.3 (2017-11-30), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1, raster_2.5-8, sp_1.2-5",~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd#setup,~/github/src/R/rast_tools.R,prov:wasExecutedBy,1cb00b5810b48bd58214ad7487b6bb7717f6cb4b
1,standard run,Mon Feb 26 07:40:19 2018,2,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd,join_health_to_am_list,~/github/spp_health_dists/data/iucn_spp_cat_timeseries.csv,input,https://github.com/oharac/spp_health_dists/commit/9606332936da75b515ea86cc9711b9b91bd45024,Casey O'Hara <ohara@nceas.ucsb.edu>,Wed Feb 7 19:48:03 2018 -0800,FALSE,12.793,2226.2,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.3 (2017-11-30), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1, raster_2.5-8, sp_1.2-5",~/github/spp_health_dists/data/iucn_spp_cat_timeseries.csv,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd#join_health_to_am_list,prov:used,1cb00b5810b48bd58214ad7487b6bb7717f6cb4b
1,standard run,Mon Feb 26 07:40:19 2018,3,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd,join_health_to_am_list,~/github/spp_health_dists/data/iucn_spp_cat_current.csv,input,https://github.com/oharac/spp_health_dists/commit/9606332936da75b515ea86cc9711b9b91bd45024,Casey O'Hara <ohara@nceas.ucsb.edu>,Wed Feb 7 19:48:03 2018 -0800,FALSE,12.793,2226.2,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.3 (2017-11-30), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1, raster_2.5-8, sp_1.2-5",~/github/spp_health_dists/data/iucn_spp_cat_current.csv,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd#join_health_to_am_list,prov:used,1cb00b5810b48bd58214ad7487b6bb7717f6cb4b
1,standard run,Mon Feb 26 07:40:19 2018,4,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd,join_health_to_am_list,/home/shares/ohi/git-annex/globalprep/_raw_data/aquamaps/d2017/csv/speciesoccursum.csv,input,no version control info found,NA,NA,NA,12.793,2226.2,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.3 (2017-11-30), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1, raster_2.5-8, sp_1.2-5",/home/shares/ohi/git-annex/globalprep/_raw_data/aquamaps/d2017/csv/speciesoccursum.csv,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd#join_health_to_am_list,prov:used,1cb00b5810b48bd58214ad7487b6bb7717f6cb4b
1,standard run,Mon Feb 26 07:40:19 2018,5,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd,join_health_to_am_list,~/github/spp_health_dists/data_setup/int/am_with_scores.csv,output,Previous commit: https://github.com/oharac/spp_health_dists/commit/9606332936da75b515ea86cc9711b9b91bd45024,Casey O'Hara <ohara@nceas.ucsb.edu>,Wed Feb 7 19:48:03 2018 -0800,TRUE,12.793,2226.2,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.3 (2017-11-30), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1, raster_2.5-8, sp_1.2-5",~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd#join_health_to_am_list,~/github/spp_health_dists/data_setup/int/am_with_scores.csv,prov:wasGeneratedBy,1cb00b5810b48bd58214ad7487b6bb7717f6cb4b
1,standard run,Mon Feb 26 07:40:19 2018,6,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd,set_up_loiczid_raster,/home/shares/ohi/git-annex/globalprep/_raw_data/aquamaps/d2017/csv/hcaf_v6.csv,input,no version control info found,NA,NA,NA,12.793,2226.2,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.3 (2017-11-30), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1, raster_2.5-8, sp_1.2-5",/home/shares/ohi/git-annex/globalprep/_raw_data/aquamaps/d2017/csv/hcaf_v6.csv,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd#set_up_loiczid_raster,prov:used,1cb00b5810b48bd58214ad7487b6bb7717f6cb4b
1,standard run,Mon Feb 26 07:40:19 2018,7,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd,set_up_loiczid_raster,~/github/spp_health_dists/spatial/loiczid_raster.tif,output,Previous commit: https://github.com/oharac/spp_health_dists/commit/9606332936da75b515ea86cc9711b9b91bd45024,Casey O'Hara <ohara@nceas.ucsb.edu>,Wed Feb 7 19:48:03 2018 -0800,FALSE,12.793,2226.2,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.3 (2017-11-30), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1, raster_2.5-8, sp_1.2-5",~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd#set_up_loiczid_raster,~/github/spp_health_dists/spatial/loiczid_raster.tif,prov:wasGeneratedBy,1cb00b5810b48bd58214ad7487b6bb7717f6cb4b
1,standard run,Mon Feb 26 07:40:19 2018,8,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd,get_loiczid_for_scored_spp,/home/shares/ohi/git-annex/globalprep/_raw_data/aquamaps/d2017/csv/hcaf_v6.csv,input,no version control info found,NA,NA,NA,12.793,2226.2,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.3 (2017-11-30), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1, raster_2.5-8, sp_1.2-5",/home/shares/ohi/git-annex/globalprep/_raw_data/aquamaps/d2017/csv/hcaf_v6.csv,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd#get_loiczid_for_scored_spp,prov:used,1cb00b5810b48bd58214ad7487b6bb7717f6cb4b
1,standard run,Mon Feb 26 07:40:19 2018,9,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd,get_loiczid_for_scored_spp,/home/shares/ohi/git-annex/globalprep/_raw_data/aquamaps/d2017/csv/hcaf_species_native.csv,input,no version control info found,NA,NA,NA,12.793,2226.2,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.3 (2017-11-30), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1, raster_2.5-8, sp_1.2-5",/home/shares/ohi/git-annex/globalprep/_raw_data/aquamaps/d2017/csv/hcaf_species_native.csv,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd#get_loiczid_for_scored_spp,prov:used,1cb00b5810b48bd58214ad7487b6bb7717f6cb4b
1,standard run,Mon Feb 26 07:40:19 2018,10,~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd,get_loiczid_for_scored_spp,~/git-annex/spp_health_dists/am_files/am_spp_cells.csv,output,no version control info found,NA,NA,NA,12.793,2226.2,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.3 (2017-11-30), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, provRmd_0.1.1, stringr_1.2.0, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1, raster_2.5-8, sp_1.2-5",~/github/spp_health_dists/data_setup/2_set_up_aquamaps.Rmd#get_loiczid_for_scored_spp,~/git-annex/spp_health_dists/am_files/am_spp_cells.csv,prov:wasGeneratedBy,1cb00b5810b48bd58214ad7487b6bb7717f6cb4b
